id,domain,vertical,vertical_detail,geo,age_days,page_name,active,start_date,end_date,platforms,format,body,title,description,cta,body_variants,landing,click_url,keywords,rac,utm,feed_domain,shown_id,copies_src,collation_count,media_kind,creative_file,creative_extra,video_url,angle,library_url,scraped
1343530320636699,tritidal.com,jobs,jobs,IT (метод: текст “if you live in Italy”),349,Advision Moment,yes,2025-10-08,2026-06-17,"FACEBOOK,INSTAGRAM",DCO,"If you live in Italy and speak English, explore how people enter the field of solar panels. Learn more.",Learn more,,Learn more,,https://tritidal.com/en/articles/learn-about-career-paths-in-the-solar-panel-industry-in-italy?dest=aHhyNHRrLnZ6cGNxc2wuY29t,https://cratezonehub.com/cf/r/68e659933e79600012945c4e?ad_id={{ad.id}}&adset_id={{adset.id}}&campaign_id={{campaign.id}}&ad_name={{ad.name}}&adset_name={{adset.name}}&campaign_name={{campaign.name}}&source={{site_source_name}}&placement={{placement}},,,,hxr4tk.vzpcqsl.com,,1,,video_preview,creatives/tritidal.com/1343530320636699.jpg,,https://video-ord5-2.xx.fbcdn.net/o1/v/t2/f2/m366/AQOPTfmbiay1sLxMIYO6Sol9OBAncDiIuobk1P0QCQX6vv7F_509IZGPFxwFWn3TCrDoIySyCbUZkRLumbDTTG98HFUEMg_SxlAyTeInmA.mp4?_nc_cat=104&_nc_sid=ef5aa3&_nc_ht=video-ord5-2.xx.fbcdn.net&_nc_ohc=QvkXDIOBcg8Q7kNvwHbKDiz&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6Nzc0MzY3MTg4NTMzNjU4LCJhc3NldF9hZ2VfZGF5cyI6Mzc4LCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6NywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=na4sys4yKV55x250kC_lNA&_nc_ss=70289&_nc_zt=28&oh=00_AQKL2uu8QEFVZw6nwei9qFdtBVANaOeC7BFG7c4_w5-8zQ&oe=6AB94CB6,как войти в сферу солнечных панелей — Италия,https://www.facebook.com/ads/library/?id=1343530320636699,yes
1856950358579730,tritidal.com,jobs,jobs,NL,348,Advision Moment,yes,2025-10-09,2026-06-14,"FACEBOOK,INSTAGRAM",DCO,"If you live in Netherlands and speak English, explore how people enter the field of solar panels. Learn more.",Learn more,,Learn more,,https://tritidal.com/en/articles/learn-about-career-paths-in-the-solar-panel-industry-in-netherlands?dest=cHp2YjdzLnZ6cGNxc2wuY29t,https://cratezonehub.com/cf/r/68e7c7e59d90420012dc874c?ad_id={{ad.id}}&adset_id={{adset.id}}&campaign_id={{campaign.id}}&ad_name={{ad.name}}&adset_name={{adset.name}}&campaign_name={{campaign.name}}&source={{site_source_name}}&placement={{placement}},,,,pzvb7s.vzpcqsl.com,,1,,video_preview,creatives/tritidal.com/1856950358579730.jpg,,https://video-ord5-2.xx.fbcdn.net/o1/v/t2/f2/m366/AQPoFM51IcJxKo35YwLEkhzx75tenLbUb6hpyuBvEopbqTO4b6IpZN4O8gg-GVxu-ODNdjYdu4eie_y8Y41Z-9_i67Lqo24OzPme2AWTHw.mp4?_nc_cat=110&_nc_sid=ef5aa3&_nc_ht=video-ord5-2.xx.fbcdn.net&_nc_ohc=Tk1IxiPn0j0Q7kNvwGk0JLd&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTgwNjcyNTg4OTk4ODQ2OCwiYXNzZXRfYWdlX2RheXMiOjM3OCwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=IOXgm4FEDrhD2oz0Ci0aXQ&_nc_ss=70289&_nc_zt=28&oh=00_AQINoALgXYoMOKRCEsJ_5RMNMiUgD51ZnXfQ201p65dhbQ&oe=6AB960F8,солнечные панели — Нидерланды,https://www.facebook.com/ads/library/?id=1856950358579730,yes
1436388428098776,tritidal.com,jobs,jobs,IT,291,Advision Moment,yes,2025-12-05,2026-06-30,"FACEBOOK,INSTAGRAM",DCO,Scopri ulteriori informazioni,Per saperne di più,,Learn more,,https://tritidal.com/it/articles/alla-scoperta-del-lavoro-nei-magazzini-in-italia,https://cratezonehub.com/cf/r/6931be920280420012aa7bf0?ad_id={{ad.id}}&adset_id={{adset.id}}&campaign_id={{campaign.id}}&ad_name={{ad.name}}&adset_name={{adset.name}}&campaign_name={{campaign.name}}&source={{site_source_name}}&placement={{placement}},,,,,,2 (тег FB),,video_preview,creatives/tritidal.com/1436388428098776.jpg,,https://video-ord5-2.xx.fbcdn.net/o1/v/t2/f2/m412/AQMrRVgeuG_oUXB3vev11w1dVu4dVjlu2wmv_EK-fO4QXIpC-sGQ-vtxXrD31n7v1SLRhCbN_2GAyKmCLzziOCI8z0fmVa57sau6-xW5Hg.mp4?_nc_cat=102&_nc_sid=ef5aa3&_nc_ht=video-ord5-2.xx.fbcdn.net&_nc_ohc=WCjS1QvcrOwQ7kNvwHfn205&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTIxNzgyNzQ3Mzc0MDk4MSwiYXNzZXRfYWdlX2RheXMiOjI5NCwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjIxLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&_nc_gid=9IiN83CFYDKh3LwydiZM0w&_nc_ss=70289&_nc_zt=28&oh=00_AQLKUAShPk9SE15HtIedMnyV6h8GwUAPvZr7Cup6yEirSQ&oe=6AB92A94,работа на складах в Италии,https://www.facebook.com/ads/library/?id=1436388428098776,yes
1095374076000354,tritidal.com,jobs,jobs,"DE (Мюнхен), текст на английском",282,Advision Moment,yes,2025-12-14,2026-05-06,"FACEBOOK,INSTAGRAM",DCO,"If you live in Munich and speak english, explore how people enter the field of solar panels",Learn more,,Learn more,,https://tritidal.com/en/articles/learn-about-career-paths-in-the-solar-panel-industry-in-munich?dest=ODBmc3JyLnZ6cGNxc2wuY29t,https://cratezonehub.com/cf/r/68e659c5700a520012367225?ad_id={{ad.id}}&adset_id={{adset.id}}&campaign_id={{campaign.id}}&ad_name={{ad.name}}&adset_name={{adset.name}}&campaign_name={{campaign.name}}&source={{site_source_name}}&placement={{placement}},,,,80fsrr.vzpcqsl.com,,1,,video_preview,creatives/tritidal.com/1095374076000354.jpg,,https://video-ord5-2.xx.fbcdn.net/o1/v/t2/f2/m366/AQMOLHYImcWyfLf_FlPIKk_HMqIxhtnrXPgL2rPrErrLszqIAW37WaDfPrZPGoWqJG5U2JGf9PoptFz0L23g21Uv_PLca-srEpI_KAh1pw.mp4?_nc_cat=107&_nc_sid=ef5aa3&_nc_ht=video-ord5-2.xx.fbcdn.net&_nc_ohc=mgasLPQit5IQ7kNvwHTfpmA&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTEyNjk3NTc4NjA2MjA3NiwiYXNzZXRfYWdlX2RheXMiOjM3MiwidmlfdXNlY2FzZV9pZCI6MTAxMzksImR1cmF0aW9uX3MiOjcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=TS3mgAmYcDa0rmr0UIuW1g&_nc_ss=70289&_nc_zt=28&_nc_enc=QVqIIKZfBjdPdGh5o8PukkRuMPasltrmrm3tmFK5jsTIBah5IQIRIHAogmapWqcmgmUn-raRYRGoqrpLai_P0fNbiFX0Y1swQJQn7Jr15OktHEBNxuc6BRuSwtg&oh=00_AQJ31W5Yk6JeDSADkLkEXbwJMzCk-17Q7rTrKAVMH6gQ3w&oe=6AB932B3,солнечные панели — Мюнхен,https://www.facebook.com/ads/library/?id=1095374076000354,yes
1073826751537507,nexusdestiny.com,жильё,жильё,DE (метод: язык текста),242,Exclusive Deals,yes,2026-01-23,2026-08-27,"FACEBOOK,INSTAGRAM,MESSENGER",IMAGE,Leitfaden für Alleinerziehende: Möglichkeiten der Wohnraumförderung und erste Schritte. Erfahren Sie mehr:,Sozialwohnung für Alleinerziehende - Mehr erfahren,Erfahren Sie mehr,Learn more,,https://nexusdestiny.com/de/articles/wohnbeihilfe-fur-alleinerziehende-alle-wichtigen-infos?dest=MXd4YjdyLndsc3Rta2suY29t&subid1=%7B%7Bcampaign.id%7D%7D&subid2=%7B%7Badset.id%7D%7D&subid3=%7B%7Bad.id%7D%7D---delimjuwe---%7B%7Bad.id%7D%7D&subid4=facebook-noclickid&network=facebook&site=direct&dpco=1&ad_id=%7B%7Bad.id%7D%7D&adtitle=Sozialwohnung+f%C3%BCr+Alleinerziehende+-+Mehr+erfahren,https://nexusdestiny.com/de/articles/wohnbeihilfe-fur-alleinerziehende-alle-wichtigen-infos?dest=MXd4YjdyLndsc3Rta2suY29t&subid1=%7B%7Bcampaign.id%7D%7D&subid2=%7B%7Badset.id%7D%7D&subid3=%7B%7Bad.id%7D%7D---delimjuwe---%7B%7Bad.id%7D%7D&subid4=facebook-noclickid&network=facebook&site=direct&dpco=1&ad_id=%7B%7Bad.id%7D%7D&adtitle=Sozialwohnung+f%C3%BCr+Alleinerziehende+-+Mehr+erfahren,,,,1wxb7r.wlstmkk.com,,1,,image,creatives/nexusdestiny.com/1073826751537507.jpg,,,субсидия на соц.жильё для одиноких родителей,https://www.facebook.com/ads/library/?id=1073826751537507,yes
2764959020509336,quickkeyz.com,товарка,товарка,EN,242,Repossessed Cars,yes,2026-01-23,2026-09-22,"FACEBOOK,INSTAGRAM,MESSENGER",CAROUSEL,Buy Car Pay Later 🚗🔑 Interested in finding out how it all works? Discover more!,Repossessed Cars,,Learn more,,https://www.quickkeyz.com/dsr?q=Buy+Car+Pay+Later&asid=a26_ch530&pub=fb&rac=Buy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%94%91+Interested+in+finding+out+how+it+all+works%3F+Discover+more%21%2CBuy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%92%A5+Explore+more%21%2CBuy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%92%AB+Thinking+about+how+this+works%3F+Find+out+more%21%2CBuy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%94%A5+sounds+great%E2%80%94find+out+how+it+works%21+Discover+more%21%2CBuy+Car+Pay+Later%F0%9F%9A%97%E2%9A%A1+learn+more%2CLEARN_MORE&sclid=0-24597&tv=ea&locale=en_US&de=m&ad_id=%7B%7Bad.id%7D%7D,https://www.quickkeyz.com/dsr?q=Buy+Car+Pay+Later&asid=a26_ch530&pub=fb&rac=Buy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%94%91+Interested+in+finding+out+how+it+all+works%3F+Discover+more%21%2CBuy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%92%A5+Explore+more%21%2CBuy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%92%AB+Thinking+about+how+this+works%3F+Find+out+more%21%2CBuy+Car+Pay+Later+%F0%9F%9A%97%F0%9F%94%A5+sounds+great%E2%80%94find+out+how+it+works%21+Discover+more%21%2CBuy+Car+Pay+Later%F0%9F%9A%97%E2%9A%A1+learn+more%2CLEARN_MORE&sclid=0-24597&tv=ea&locale=en_US&de=m&ad_id=%7B%7Bad.id%7D%7D,Buy Car Pay Later,"Buy Car Pay Later 🚗🔑 Interested in finding out how it all works? Discover more!,Buy Car Pay Later 🚗💥 Explore more!,Buy Car Pay Later 🚗💫 Thinking about how this works? Find out more!,Buy Car Pay Later 🚗🔥 sounds great—find out how it works! Discover more!,Buy Car Pay Later🚗⚡ learn more,LEARN_MORE",,,,3,,image,creatives/quickkeyz.com/2764959020509336.jpg,creatives/quickkeyz.com/2764959020509336_2.jpg;creatives/quickkeyz.com/2764959020509336_3.jpg,,покупка авто с отложенной оплатой,https://www.facebook.com/ads/library/?id=2764959020509336,yes
1560801758372022,nexusdestiny.com,жильё,жильё/иммиграция,"не указано явно (EN, широкий охват)",239,World of Jobs,yes,2026-01-26,2026-03-10,"FACEBOOK,INSTAGRAM,MESSENGER",IMAGE,"✨🔑 Learn More About Golden Visa in Portugal, Europe!","Learn More About Golden Visa in Portugal, Europe. Read More",Learn more,Learn more,,https://nexusdestiny.com/en/articles/european-residency-via-portuguese-property-investment?dest=NHdzMWxwLndsc3Rta2suY29t&subid1=%7B%7Bcampaign.id%7D%7D&subid2=%7B%7Badset.id%7D%7D&subid3=%7B%7Bad.id%7D%7D---delimjuwe---%7B%7Bad.id%7D%7D&subid4=facebook-noclickid&network=facebook&site=direct&dpco=1&ad_id=%7B%7Bad.id%7D%7D&adtitle=Learn+More+About+Golden+Visa+in+Portugal%2C+Europe.+Read+More,https://nexusdestiny.com/en/articles/european-residency-via-portuguese-property-investment?dest=NHdzMWxwLndsc3Rta2suY29t&subid1=%7B%7Bcampaign.id%7D%7D&subid2=%7B%7Badset.id%7D%7D&subid3=%7B%7Bad.id%7D%7D---delimjuwe---%7B%7Bad.id%7D%7D&subid4=facebook-noclickid&network=facebook&site=direct&dpco=1&ad_id=%7B%7Bad.id%7D%7D&adtitle=Learn+More+About+Golden+Visa+in+Portugal%2C+Europe.+Read+More,,,,4ws1lp.wlstmkk.com,,"3 (плюс 2 доп. копии от 01.02, низкий охват)",,image,creatives/nexusdestiny.com/1560801758372022.jpg,,,гид по Golden Visa в Португалии,https://www.facebook.com/ads/library/?id=1560801758372022,yes
2602941726745570,quickkeyz.com,товарка,товарка,EN,235,Local Deals,yes,2026-01-30,2026-09-21,"FACEBOOK,INSTAGRAM,MESSENGER",IMAGE,Many people don’t know: You can buy  musical instruments from Police Impound auctions! Learn how it works:,Police Impound musical instruments- learn more,Learn more,Learn more,,https://www.quickkeyz.com/dsr?q=Buying+police+impound+musical+instruments&asid=b10_ch165&pub=fb&rac=Many+people+don%E2%80%99t+know%3A+You+can+buy++musical+instruments+from+Police+Impound+auctions%21+Learn+how+it+works%3A%2CBuying+musical+instruments+from+a+police+impound+auction+could+be+a+reasonable+way+to+find+something+that+fits+your+budget+and+looks+stylish.+Learn+more%3A%2CPolice+Impound+musical+instruments-+learn+more%2CLEARN_MORE&sclid=0-24597&tv=ea&locale=en_US&de=m&ad_id=%7B%7Bad.id%7D%7D,https://www.quickkeyz.com/dsr?q=Buying+police+impound+musical+instruments&asid=b10_ch165&pub=fb&rac=Many+people+don%E2%80%99t+know%3A+You+can+buy++musical+instruments+from+Police+Impound+auctions%21+Learn+how+it+works%3A%2CBuying+musical+instruments+from+a+police+impound+auction+could+be+a+reasonable+way+to+find+something+that+fits+your+budget+and+looks+stylish.+Learn+more%3A%2CPolice+Impound+musical+instruments-+learn+more%2CLEARN_MORE&sclid=0-24597&tv=ea&locale=en_US&de=m&ad_id=%7B%7Bad.id%7D%7D,Buying police impound musical instruments,"Many people don’t know: You can buy  musical instruments from Police Impound auctions! Learn how it works:,Buying musical instruments from a police impound auction could be a reasonable way to find something that fits your budget and looks stylish. Learn more:,Police Impound musical instruments- learn more,LEARN_MORE",,,,1,,image,creatives/quickkeyz.com/2602941726745570.jpg,,,покупка музыкальных инструментов с полицейских аукционов,https://www.facebook.com/ads/library/?id=2602941726745570,yes
2118964088641374,quickkeyz.com,путешествия,путешествия,ES,229,Explore Deals,yes,2026-02-05,2026-09-22,"FACEBOOK,INSTAGRAM,MESSENGER",IMAGE,¿Buscas una escapada solo para adultos? Descubre la guía definitiva sobre los exclusivos complejos turísticos de playa para adultos. Más información.,Qué saber sobre las vacaciones en playas solo para adultos: Más información >>,Learn more,Learn more,,https://www.quickkeyz.com/dsr?q=Resorts+exclusivos+en+la+playa+para+adultos&asid=a13_ch899&pub=fb&rac=%C2%BFBuscas+una+escapada+solo+para+adultos%3F+Descubre+la+gu%C3%ADa+definitiva+sobre+los+exclusivos+complejos+tur%C3%ADsticos+de+playa+para+adultos.+M%C3%A1s+informaci%C3%B3n.%2C%C2%BFBuscas+una+escapada+solo+para+adultos%3F+Descubre+la+gu%C3%ADa+definitiva+sobre+los+exclusivos+complejos+tur%C3%ADsticos+de+playa+para+adultos.+M%C3%A1s+informaci%C3%B3n..%2CQu%C3%A9+saber+sobre+las+vacaciones+en+playas+solo+para+adultos%3A+M%C3%A1s+informaci%C3%B3n+%3E%3E%2CLEARN_MORE&sclid=0-24597&tv=ea&locale=en_US&de=m&ad_id=%7B%7Bad.id%7D%7D,https://www.quickkeyz.com/dsr?q=Resorts+exclusivos+en+la+playa+para+adultos&asid=a13_ch899&pub=fb&rac=%C2%BFBuscas+una+escapada+solo+para+adultos%3F+Descubre+la+gu%C3%ADa+definitiva+sobre+los+exclusivos+complejos+tur%C3%ADsticos+de+playa+para+adultos.+M%C3%A1s+informaci%C3%B3n.%2C%C2%BFBuscas+una+escapada+solo+para+adultos%3F+Descubre+la+gu%C3%ADa+definitiva+sobre+los+exclusivos+complejos+tur%C3%ADsticos+de+playa+para+adultos.+M%C3%A1s+informaci%C3%B3n..%2CQu%C3%A9+saber+sobre+las+vacaciones+en+playas+solo+para+adultos%3A+M%C3%A1s+informaci%C3%B3n+%3E%3E%2CLEARN_MORE&sclid=0-24597&tv=ea&locale=en_US&de=m&ad_id=%7B%7Bad.id%7D%7D,Resorts exclusivos en la playa para adultos,"¿Buscas una escapada solo para adultos? Descubre la guía definitiva sobre los exclusivos complejos turísticos de playa para adultos. Más información.,¿Buscas una escapada solo para adultos? Descubre la guía definitiva sobre los exclusivos complejos turísticos de playa para adultos. Más información..,Qué saber sobre las vacaciones en playas solo para adultos: Más información >>,LEARN_MORE",,,,1,,image,creatives/quickkeyz.com/2118964088641374.jpg,,,курорты “только для взрослых”,https://www.facebook.com/ads/library/?id=2118964088641374,yes
923197740360984,orbitpeek.com,товарка,товарка,DE (немецкий),223,Advantage Wheels,yes,2026-02-11,2026-09-17,"FACEBOOK,INSTAGRAM,MESSENGER",VIDEO,"Brauchst du ein Auto, hast aber eine negative Bonitätsauskunft? 🤔 Mehr erfahren über realistische Möglichkeiten ohne hohe Anzahlung (Ratgeber).",Mehr erfahren über Auto trotz negativer Bonitätsauskunft: echte Optionen 🚗,,Learn more,,https://orbitpeek.com/de/articles/ich-brauche-ein-auto-und-habe-eine-negative-schufa-welche-optionen-gibt-es-wirklich-ratgeber?dest=ZzU3OXozLmdyeHZscXN4ei5jb20=&network=facebook&site=direct&ad_id={{ad.id}}&dpco=1&subid2=facebook&subid3=4192603_FBTR_Tonic_CarLoanAPIvF10_DE1425&campaign_name=4192603_FBTR_Tonic_CarLoanAPIvF10_DE1425&adtitle=Brauchst%20du%20ein%20Auto%2C%20hast%20aber%20eine%20negative%20Bonit%C3%A4tsauskunft%3F%20%F0%9F%A4%94%20Mehr%20erfahren%20%C3%BCber%20realistische%20M%C3%B6glichkeiten%20ohne%20hohe%20Anzahlung%20%28Ratgeber%29.,https://orbitpeek.com/de/articles/ich-brauche-ein-auto-und-habe-eine-negative-schufa-welche-optionen-gibt-es-wirklich-ratgeber?dest=ZzU3OXozLmdyeHZscXN4ei5jb20=&network=facebook&site=direct&ad_id={{ad.id}}&dpco=1&subid2=facebook&subid3=4192603_FBTR_Tonic_CarLoanAPIvF10_DE1425&campaign_name=4192603_FBTR_Tonic_CarLoanAPIvF10_DE1425&adtitle=Brauchst%20du%20ein%20Auto%2C%20hast%20aber%20eine%20negative%20Bonit%C3%A4tsauskunft%3F%20%F0%9F%A4%94%20Mehr%20erfahren%20%C3%BCber%20realistische%20M%C3%B6glichkeiten%20ohne%20hohe%20Anzahlung%20%28Ratgeber%29.,,,,g579z3.grxvlqsxz.com,,1,,video_preview,creatives/orbitpeek.com/923197740360984.jpg,,https://video-ord5-1.xx.fbcdn.net/o1/v/t2/f2/m366/AQO-6KAdJHq3Bt_ohhNiMoG4F1NQN_3h5Y83Gj9N8StfxlWuEFWnI5xWBAzkGOs9EGf3A4VrTUKnfmGyghcrz8PtRw2HuC1LEkSgELvRQqbVrQ.mp4?_nc_cat=109&_nc_sid=b66105&_nc_ht=video-ord5-1.xx.fbcdn.net&_nc_ohc=Kemgbvg9Oe0Q7kNvwERVt7h&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuNzIwLmRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHAiLCJ4cHZfYXNzZXRfaWQiOjEzNjI4MTYyMTIyNzkxNTEsImFzc2V0X2FnZV9kYXlzIjoyMjQsInZpX3VzZWNhc2VfaWQiOjEwMTM5LCJkdXJhdGlvbl9zIjo4LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=9b4770428b07cd33&_nc_vs=HBksFQIYRWZiX2VwaGVtZXJhbC9FQzREQTJGRjcxODM2MkFDRUI1RTA4NkQxMjM4MzE5N19tdF8xX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBEgAVAhhAZmJfcGVybWFuZW50LzNDNEVFNjE3MDBGRTkwN0JDQjkwNzM2OTY2OTY2NEE4X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbe_dCDrN7rBBUCKAJDMywXQCAAAAAAAAAYGWRhc2hfaDI2NC1iYXNpYy1nZW4yXzcyMHARAHUAZbaeAQA&_nc_gid=FuivIRMX19tIyKDhDyVpbw&_nc_ss=70289&_nc_zt=28&oh=00_AQI1VyDhiTnuhTOdFGYS9UYPYnAyvLvCKacm5O5A81s-Bw&oe=6AB93F3B,авто в кредит при плохой кредитной истории,https://www.facebook.com/ads/library/?id=923197740360984,yes
